review,rating,date,bank,source,sentiment_label,sentiment_score
ok,5,2025-04-19 02:03:14,CBE,Google Play Store,POSITIVE,0.9997851252555847
always CBE is the leading Commercial Bank💪💪💪,5,2025-04-18 21:11:57,CBE,Google Play Store,POSITIVE,0.9975135326385498
i like it,5,2025-04-18 21:02:33,CBE,Google Play Store,POSITIVE,0.9998593330383301
why removing screenshot feature why?,1,2025-04-18 18:47:21,CBE,Google Play Store,NEGATIVE,0.9981147050857544
nice apps where network is good in connection,5,2025-04-18 17:30:08,CBE,Google Play Store,POSITIVE,0.9994925260543823
Thank you!!!,5,2025-04-18 14:40:52,CBE,Google Play Store,POSITIVE,0.9998666048049927
i can't take screenshot,1,2025-04-18 11:59:02,CBE,Google Play Store,NEGATIVE,0.9897894263267517
"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",3,2025-04-18 11:22:05,CBE,Google Play Store,NEGATIVE,0.9861215949058533
perfectly special,5,2025-04-18 09:54:09,CBE,Google Play Store,POSITIVE,0.999879002571106
Fast and Reliable,5,2025-04-18 08:32:31,CBE,Google Play Store,POSITIVE,0.9998595714569092
good,5,2025-04-17 21:23:35,CBE,Google Play Store,POSITIVE,0.9998161196708679
The best application I have ever seen in Ethiopia banking industry.,5,2025-04-17 18:58:17,CBE,Google Play Store,POSITIVE,0.9997448325157166
great app!!!,5,2025-04-17 10:12:46,CBE,Google Play Store,POSITIVE,0.9998501539230347
because sometimes it doesn't working it load too much,3,2025-04-17 09:01:39,CBE,Google Play Store,NEGATIVE,0.9911932349205017
"Absolutely the best app! It works flawlessly, anytime and anywhere.",5,2025-04-17 04:08:27,CBE,Google Play Store,POSITIVE,0.9998784065246582
ok,3,2025-04-16 19:36:58,CBE,Google Play Store,POSITIVE,0.9997851252555847
very nice app ever!!!,5,2025-04-16 18:40:04,CBE,Google Play Store,POSITIVE,0.999826967716217
the best app,5,2025-04-16 18:25:00,CBE,Google Play Store,POSITIVE,0.9998469352722168
Biometric security for mobile banking is not available,5,2025-04-16 08:57:55,CBE,Google Play Store,NEGATIVE,0.9996340274810791
great,5,2025-04-15 20:17:23,CBE,Google Play Store,POSITIVE,0.9998630285263062
Nice service,5,2025-04-15 19:05:24,CBE,Google Play Store,POSITIVE,0.9998397827148438
great app,5,2025-04-15 18:53:26,CBE,Google Play Store,POSITIVE,0.999821126461029
it's special apps,5,2025-04-15 11:31:03,CBE,Google Play Store,POSITIVE,0.9995416402816772
"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-15 08:09:02,CBE,Google Play Store,NEGATIVE,0.9985652565956116
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14 23:37:05,CBE,Google Play Store,NEGATIVE,0.9647620320320129
Good 🔥,5,2025-04-14 18:29:53,CBE,Google Play Store,POSITIVE,0.9998576641082764
very interesting app i am using every day fantastic,5,2025-04-14 14:12:07,CBE,Google Play Store,POSITIVE,0.9998443126678467
lebaa bank,5,2025-04-14 13:48:30,CBE,Google Play Store,NEGATIVE,0.9437295198440552
Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13 23:48:47,CBE,Google Play Store,NEGATIVE,0.9983273148536682
OK,5,2025-04-13 19:28:45,CBE,Google Play Store,POSITIVE,0.9997851252555847
grateful app,5,2025-04-13 15:33:17,CBE,Google Play Store,POSITIVE,0.9998038411140442
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13 14:00:29,CBE,Google Play Store,POSITIVE,0.9974650144577026
everthing wellbeok,3,2025-04-13 10:20:40,CBE,Google Play Store,NEGATIVE,0.7055748701095581
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-13 00:37:04,CBE,Google Play Store,NEGATIVE,0.9963226318359375
nice app 👌,5,2025-04-12 22:44:46,CBE,Google Play Store,POSITIVE,0.9996724128723145
why did this app is not screenshot,5,2025-04-12 21:57:56,CBE,Google Play Store,NEGATIVE,0.9989493489265442
it so good app,5,2025-04-12 21:42:12,CBE,Google Play Store,POSITIVE,0.999868631362915
the best app,3,2025-04-12 09:53:03,CBE,Google Play Store,POSITIVE,0.9998469352722168
جميل,5,2025-04-11 17:47:43,CBE,Google Play Store,POSITIVE,0.9271727800369263
"less network, specially to make fee for utility purpose",1,2025-04-11 15:04:22,CBE,Google Play Store,NEGATIVE,0.994688868522644
nice,5,2025-04-11 13:53:40,CBE,Google Play Store,POSITIVE,0.9998552799224854
simply for used,4,2025-04-11 01:44:02,CBE,Google Play Store,NEGATIVE,0.9918004870414734
wow keep up,5,2025-04-10 19:52:15,CBE,Google Play Store,POSITIVE,0.9998539686203003
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10 19:18:15,CBE,Google Play Store,NEGATIVE,0.9934490323066711
good one,5,2025-04-10 17:48:30,CBE,Google Play Store,POSITIVE,0.9998288154602051
best app.,5,2025-04-10 17:25:11,CBE,Google Play Store,POSITIVE,0.999774158000946
everything is easy thank you cebe,5,2025-04-10 14:03:46,CBE,Google Play Store,POSITIVE,0.9998396635055542
ፈጣን ቀልጣፋ,5,2025-04-10 10:23:27,CBE,Google Play Store,NEGATIVE,0.7850591540336609
good,5,2025-04-10 08:35:36,CBE,Google Play Store,POSITIVE,0.9998161196708679
ok,5,2025-04-10 00:09:52,CBE,Google Play Store,POSITIVE,0.9997851252555847
ጎበዝ,5,2025-04-09 22:39:46,CBE,Google Play Store,NEGATIVE,0.6970564723014832
good app,5,2025-04-09 17:44:25,CBE,Google Play Store,POSITIVE,0.9998493194580078
but this app says can't sync,5,2025-04-09 17:09:47,CBE,Google Play Store,NEGATIVE,0.9988365769386292
waw,5,2025-04-09 15:59:48,CBE,Google Play Store,NEGATIVE,0.7346174120903015
to slow,3,2025-04-09 14:32:30,CBE,Google Play Store,NEGATIVE,0.9994872808456421
work on screen shot system,4,2025-04-08 20:15:30,CBE,Google Play Store,NEGATIVE,0.5902683138847351
very very nice aplication,1,2025-04-08 18:14:50,CBE,Google Play Store,POSITIVE,0.9998292922973633
Good,5,2025-04-08 17:28:38,CBE,Google Play Store,POSITIVE,0.9998161196708679
wonder full and it is easy to use,5,2025-04-08 15:41:25,CBE,Google Play Store,POSITIVE,0.9996142387390137
easy and reliable,2,2025-04-08 13:16:22,CBE,Google Play Store,POSITIVE,0.9998584985733032
good,5,2025-04-08 08:59:33,CBE,Google Play Store,POSITIVE,0.9998161196708679
it is Very Useful app 👍,5,2025-04-07 21:32:32,CBE,Google Play Store,POSITIVE,0.994536280632019
very good,5,2025-04-07 18:44:24,CBE,Google Play Store,POSITIVE,0.9998520612716675
perfect app,5,2025-04-07 17:43:42,CBE,Google Play Store,POSITIVE,0.9998340606689453
I like it.,5,2025-04-07 15:58:32,CBE,Google Play Store,POSITIVE,0.9998694658279419
bugs,3,2025-04-07 08:41:28,CBE,Google Play Store,NEGATIVE,0.9988303780555725
commerial Bank,5,2025-04-06 23:24:32,CBE,Google Play Store,NEGATIVE,0.6810256242752075
Genat biru,2,2025-04-06 22:00:01,CBE,Google Play Store,NEGATIVE,0.966159999370575
🙏,5,2025-04-06 21:36:20,CBE,Google Play Store,NEGATIVE,0.6970564723014832
it is good but it doesn't allow screen shot,4,2025-04-06 20:41:11,CBE,Google Play Store,POSITIVE,0.6723150610923767
the best one,5,2025-04-06 18:47:53,CBE,Google Play Store,POSITIVE,0.9998371601104736
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06 10:41:10,CBE,Google Play Store,NEGATIVE,0.9967620372772217
bring back the screenshot feature.,1,2025-04-05 20:17:01,CBE,Google Play Store,POSITIVE,0.9942916631698608
Good!👍,3,2025-04-05 16:51:40,CBE,Google Play Store,POSITIVE,0.9998579025268555
best app to experience him that to smooth transaction among the customers,1,2025-04-05 14:33:24,CBE,Google Play Store,POSITIVE,0.9985142350196838
good,5,2025-04-05 09:34:22,CBE,Google Play Store,POSITIVE,0.9998161196708679
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05 05:18:52,CBE,Google Play Store,NEGATIVE,0.9551453590393066
easy to use,5,2025-04-05 04:27:33,CBE,Google Play Store,POSITIVE,0.9988542795181274
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04 22:18:47,CBE,Google Play Store,POSITIVE,0.9998189806938171
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04 17:18:55,CBE,Google Play Store,NEGATIVE,0.8819233775138855
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04 13:50:52,CBE,Google Play Store,NEGATIVE,0.9973511695861816
cool ❤,4,2025-04-04 13:32:01,CBE,Google Play Store,POSITIVE,0.9997991919517517
Best app,5,2025-04-04 05:31:48,CBE,Google Play Store,POSITIVE,0.999686598777771
great app,5,2025-04-03 20:30:39,CBE,Google Play Store,POSITIVE,0.999821126461029
best banking App,4,2025-04-03 20:27:17,CBE,Google Play Store,POSITIVE,0.999736487865448
satisfied,5,2025-04-03 18:09:34,CBE,Google Play Store,POSITIVE,0.9997212290763855
this app is very necessary app many people found it,5,2025-04-03 17:03:33,CBE,Google Play Store,POSITIVE,0.9980692267417908
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03 16:04:21,CBE,Google Play Store,POSITIVE,0.989459753036499
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03 12:42:41,CBE,Google Play Store,POSITIVE,0.9997400641441345
excellent,5,2025-04-03 08:53:46,CBE,Google Play Store,POSITIVE,0.9998434782028198
perfect,5,2025-04-03 02:17:01,CBE,Google Play Store,POSITIVE,0.9998517036437988
thankyou,5,2025-04-02 21:36:00,CBE,Google Play Store,POSITIVE,0.9998428821563721
I Like it,5,2025-04-02 21:09:13,CBE,Google Play Store,POSITIVE,0.9998593330383301
ok,5,2025-04-02 20:08:03,CBE,Google Play Store,POSITIVE,0.9997851252555847
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02 16:13:34,CBE,Google Play Store,NEGATIVE,0.9986600875854492
smart app,5,2025-04-02 14:29:55,CBE,Google Play Store,POSITIVE,0.999789297580719
isin ga'a,2,2025-04-02 12:00:12,CBE,Google Play Store,POSITIVE,0.76072758436203
easy to use,5,2025-04-02 07:37:27,CBE,Google Play Store,POSITIVE,0.9988542795181274
it's great,5,2025-04-02 04:19:30,CBE,Google Play Store,POSITIVE,0.9998691082000732
very good app and stars faction with work,5,2025-04-02 01:37:43,CBE,Google Play Store,POSITIVE,0.9998588562011719
It is excelent,5,2025-04-01 23:45:32,CBE,Google Play Store,POSITIVE,0.9998881816864014
Smart,5,2025-04-01 23:41:16,CBE,Google Play Store,POSITIVE,0.9998456239700317
በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01 19:16:48,CBE,Google Play Store,NEGATIVE,0.9570208191871643
very interesting app,5,2025-04-01 19:10:43,CBE,Google Play Store,POSITIVE,0.9997968077659607
i like it,5,2025-04-01 19:00:17,CBE,Google Play Store,POSITIVE,0.9998593330383301
wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01 17:05:08,CBE,Google Play Store,POSITIVE,0.9985969662666321
ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01 16:58:25,CBE,Google Play Store,NEGATIVE,0.9510265588760376
Excellent🙏app,5,2025-04-01 15:09:01,CBE,Google Play Store,NEGATIVE,0.6970564723014832
the most useful,5,2025-04-01 14:48:59,CBE,Google Play Store,POSITIVE,0.9997223019599915
I am more satisfied in this app . More sure you have to secure.,4,2025-04-01 14:37:20,CBE,Google Play Store,POSITIVE,0.9787843823432922
Easy to use,5,2025-04-01 14:04:45,CBE,Google Play Store,POSITIVE,0.9988542795181274
"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",4,2025-04-01 13:52:59,CBE,Google Play Store,NEGATIVE,0.9585953950881958
Excellent !!!,5,2025-04-01 13:49:06,CBE,Google Play Store,POSITIVE,0.9998651742935181
always we relay on,5,2025-04-01 12:33:40,CBE,Google Play Store,POSITIVE,0.9971832633018494
I'm lucky to have this🙏 thank you CBE.,5,2025-04-01 12:23:51,CBE,Google Play Store,POSITIVE,0.9997507929801941
it's need more improvement like Tellbirr.,4,2025-04-01 11:53:22,CBE,Google Play Store,NEGATIVE,0.999363124370575
goode app,5,2025-04-01 11:38:56,CBE,Google Play Store,POSITIVE,0.9997406601905823
a very nice app.👍👍👍,5,2025-04-01 09:58:58,CBE,Google Play Store,POSITIVE,0.9998323917388916
safe easy & fast,5,2025-04-01 09:56:59,CBE,Google Play Store,POSITIVE,0.9997115731239319
perfect,5,2025-04-01 09:51:55,CBE,Google Play Store,POSITIVE,0.9998517036437988
it's good app,5,2025-04-01 09:41:54,CBE,Google Play Store,POSITIVE,0.9998689889907837
nice,5,2025-04-01 09:34:36,CBE,Google Play Store,POSITIVE,0.9998552799224854
good app,5,2025-04-01 09:08:41,CBE,Google Play Store,POSITIVE,0.9998493194580078
It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01 08:59:21,CBE,Google Play Store,NEGATIVE,0.9958590865135193
ጥሩ ነው,5,2025-04-01 08:59:11,CBE,Google Play Store,NEGATIVE,0.7850591540336609
እጅግ በጣም ጥሩ አፕ,5,2025-04-01 08:47:19,CBE,Google Play Store,NEGATIVE,0.8616330027580261
good,5,2025-04-01 08:24:25,CBE,Google Play Store,POSITIVE,0.9998161196708679
በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-04-01 07:44:30,CBE,Google Play Store,NEGATIVE,0.9528433680534363
suitable app,4,2025-04-01 07:44:01,CBE,Google Play Store,POSITIVE,0.9997665286064148
Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,1,2025-04-01 06:32:36,CBE,Google Play Store,NEGATIVE,0.9995038509368896
Good,5,2025-04-01 06:20:58,CBE,Google Play Store,POSITIVE,0.9998161196708679
nice app,5,2025-04-01 06:18:50,CBE,Google Play Store,POSITIVE,0.9998061060905457
best transaction method of financial,5,2025-04-01 06:00:41,CBE,Google Play Store,POSITIVE,0.9995972514152527
#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01 05:24:12,CBE,Google Play Store,POSITIVE,0.9995881915092468
It literarily don't work at all,4,2025-04-01 04:58:15,CBE,Google Play Store,NEGATIVE,0.9995075464248657
good give us plus,5,2025-04-01 03:04:22,CBE,Google Play Store,POSITIVE,0.9998716115951538
"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",4,2025-04-01 01:27:55,CBE,Google Play Store,POSITIVE,0.9895473718643188
before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-04-01 00:39:45,CBE,Google Play Store,NEGATIVE,0.9852171540260315
Tnc Cbe,5,2025-04-01 00:08:46,CBE,Google Play Store,POSITIVE,0.9070307016372681
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31 23:41:26,CBE,Google Play Store,NEGATIVE,0.9151977300643921
great apps,5,2025-03-31 23:08:38,CBE,Google Play Store,POSITIVE,0.9998534917831421
Excellent,5,2025-03-31 22:31:02,CBE,Google Play Store,POSITIVE,0.9998434782028198
Great app!,4,2025-03-31 22:28:45,CBE,Google Play Store,POSITIVE,0.9998462200164795
nice,5,2025-03-31 21:45:13,CBE,Google Play Store,POSITIVE,0.9998552799224854
CBE,5,2025-03-31 21:24:42,CBE,Google Play Store,POSITIVE,0.9966009855270386
very good 👍 👏,5,2025-03-31 21:09:27,CBE,Google Play Store,POSITIVE,0.9998593330383301
great when it works,5,2025-03-31 21:04:26,CBE,Google Play Store,POSITIVE,0.9998693466186523
"the app is very good, but why screenshots is impossible?",5,2025-03-31 20:54:32,CBE,Google Play Store,NEGATIVE,0.981265127658844
excellent match application,5,2025-03-31 20:18:19,CBE,Google Play Store,POSITIVE,0.9998453855514526
very good,5,2025-03-31 19:45:55,CBE,Google Play Store,POSITIVE,0.9998520612716675
best app,5,2025-03-31 19:30:43,CBE,Google Play Store,POSITIVE,0.999686598777771
The Best app😍😍😍,5,2025-03-31 18:51:04,CBE,Google Play Store,POSITIVE,0.9998503923416138
excellent app,5,2025-03-31 18:48:00,CBE,Google Play Store,POSITIVE,0.9998356103897095
the worst app humans ever created,1,2025-06-09 16:27:28,BOA,Google Play Store,NEGATIVE,0.9998008608818054
it's not working,3,2025-06-05 11:57:36,BOA,Google Play Store,NEGATIVE,0.9997857213020325
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03 16:21:34,BOA,Google Play Store,NEGATIVE,0.9994151592254639
exceptional,5,2025-06-03 10:32:35,BOA,Google Play Store,POSITIVE,0.9998514652252197
BoA Mobile good bank,5,2025-06-02 14:25:12,BOA,Google Play Store,POSITIVE,0.9984728693962097
this is worest app 24/7 loading,1,2025-06-01 15:51:10,BOA,Google Play Store,NEGATIVE,0.9934743046760559
This App is not interest for Android phone Please update it .,1,2025-06-01 10:17:10,BOA,Google Play Store,NEGATIVE,0.9971383810043335
BoA system is confartable,5,2025-06-01 00:47:32,BOA,Google Play Store,NEGATIVE,0.9980142116546631
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27 21:16:27,BOA,Google Play Store,NEGATIVE,0.9998049139976501
Good service.,3,2025-05-25 19:14:52,BOA,Google Play Store,POSITIVE,0.9998533725738525
the app crush frequently,1,2025-05-24 12:24:56,BOA,Google Play Store,NEGATIVE,0.998525083065033
good,5,2025-05-22 15:34:58,BOA,Google Play Store,POSITIVE,0.9998161196708679
You guys keeps getting worst,1,2025-05-22 08:57:39,BOA,Google Play Store,NEGATIVE,0.9997075200080872
good,5,2025-05-21 19:16:49,BOA,Google Play Store,POSITIVE,0.9998161196708679
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21 13:49:15,BOA,Google Play Store,NEGATIVE,0.9990266561508179
BoA,2,2025-05-20 15:21:55,BOA,Google Play Store,NEGATIVE,0.7410539388656616
good,5,2025-05-20 10:57:13,BOA,Google Play Store,POSITIVE,0.9998161196708679
but not opening on android,4,2025-05-19 17:19:32,BOA,Google Play Store,NEGATIVE,0.9952228665351868
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18 15:36:47,BOA,Google Play Store,NEGATIVE,0.9997984766960144
amazing,5,2025-05-18 14:34:19,BOA,Google Play Store,POSITIVE,0.999875545501709
excellent app,4,2025-05-16 21:34:42,BOA,Google Play Store,POSITIVE,0.9998356103897095
excellent,5,2025-05-15 15:42:43,BOA,Google Play Store,POSITIVE,0.9998434782028198
ሞላዬ ከበደ,5,2025-05-14 15:47:57,BOA,Google Play Store,NEGATIVE,0.7850591540336609
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11 19:07:08,BOA,Google Play Store,NEGATIVE,0.9992283582687378
nice,5,2025-05-10 18:48:38,BOA,Google Play Store,POSITIVE,0.9998552799224854
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10 12:44:44,BOA,Google Play Store,NEGATIVE,0.9994921684265137
Best app,5,2025-05-09 16:12:56,BOA,Google Play Store,POSITIVE,0.999686598777771
liking this application good 👍,5,2025-05-07 18:34:10,BOA,Google Play Store,POSITIVE,0.9996829032897949
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06 18:06:33,BOA,Google Play Store,NEGATIVE,0.9989790916442871
good,5,2025-05-06 17:44:32,BOA,Google Play Store,POSITIVE,0.9998161196708679
good,5,2025-05-02 21:50:25,BOA,Google Play Store,POSITIVE,0.9998161196708679
good,4,2025-04-30 11:23:56,BOA,Google Play Store,POSITIVE,0.9998161196708679
good,4,2025-04-30 10:34:17,BOA,Google Play Store,POSITIVE,0.9998161196708679
wow,5,2025-04-28 17:51:26,BOA,Google Play Store,POSITIVE,0.999592125415802
it's really good 👍,5,2025-04-23 19:44:14,BOA,Google Play Store,POSITIVE,0.9998701810836792
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23 14:16:20,BOA,Google Play Store,NEGATIVE,0.9995198249816895
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20 21:05:21,BOA,Google Play Store,NEGATIVE,0.9997255206108093
Best,2,2025-04-19 18:38:02,BOA,Google Play Store,POSITIVE,0.9997941851615906
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19 07:15:54,BOA,Google Play Store,NEGATIVE,0.9996699094772339
yideg,1,2025-04-18 00:18:40,BOA,Google Play Store,NEGATIVE,0.7675807476043701
አይከፍትም እኮ,1,2025-04-17 10:12:16,BOA,Google Play Store,NEGATIVE,0.7850591540336609
great boa,5,2025-04-10 14:33:26,BOA,Google Play Store,POSITIVE,0.9992689490318298
Best,5,2025-04-10 11:53:01,BOA,Google Play Store,POSITIVE,0.9997941851615906
boa of mobile backing,5,2025-04-09 14:32:34,BOA,Google Play Store,NEGATIVE,0.980626106262207
nice,5,2025-04-09 04:01:08,BOA,Google Play Store,POSITIVE,0.9998552799224854
faster bank of Abissinya,5,2025-04-08 16:36:23,BOA,Google Play Store,POSITIVE,0.97221440076828
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08 10:12:19,BOA,Google Play Store,NEGATIVE,0.9996716976165771
it just doesn't work...so frustrating,1,2025-04-07 18:04:17,BOA,Google Play Store,NEGATIVE,0.999774158000946
like,5,2025-04-06 22:17:21,BOA,Google Play Store,POSITIVE,0.9910564422607422
it's not work correctly... you must have update it,1,2025-04-06 11:01:42,BOA,Google Play Store,NEGATIVE,0.9998013377189636
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04 22:57:29,BOA,Google Play Store,POSITIVE,0.9575353264808655
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04 12:38:08,BOA,Google Play Store,NEGATIVE,0.585686206817627
good but they don't update enough don't add new things,3,2025-04-04 12:24:06,BOA,Google Play Store,NEGATIVE,0.9693678617477417
very good,5,2025-04-03 08:50:56,BOA,Google Play Store,POSITIVE,0.9998520612716675
thank you,5,2025-04-02 03:33:00,BOA,Google Play Store,POSITIVE,0.9998352527618408
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01 00:27:34,BOA,Google Play Store,NEGATIVE,0.9990907907485962
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31 23:55:06,BOA,Google Play Store,NEGATIVE,0.9973751306533813
good application,5,2025-03-30 21:56:40,BOA,Google Play Store,POSITIVE,0.999854564666748
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30 15:27:26,BOA,Google Play Store,NEGATIVE,0.9995684027671814
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29 14:29:38,BOA,Google Play Store,NEGATIVE,0.9996182918548584
always problematic hardly works,1,2025-03-26 13:28:25,BOA,Google Play Store,NEGATIVE,0.9995555281639099
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25 18:33:59,BOA,Google Play Store,NEGATIVE,0.9997418522834778
best app,5,2025-03-25 13:15:12,BOA,Google Play Store,POSITIVE,0.999686598777771
very good,5,2025-03-25 12:56:42,BOA,Google Play Store,POSITIVE,0.9998520612716675
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24 17:00:42,BOA,Google Play Store,NEGATIVE,0.9998050332069397
great BoA,5,2025-03-22 12:46:56,BOA,Google Play Store,POSITIVE,0.9992689490318298
best,5,2025-03-21 12:32:05,BOA,Google Play Store,POSITIVE,0.9997941851615906
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21 10:49:11,BOA,Google Play Store,NEGATIVE,0.9988333582878113
good,5,2025-03-21 06:06:10,BOA,Google Play Store,POSITIVE,0.9998161196708679
good,5,2025-03-19 21:15:38,BOA,Google Play Store,POSITIVE,0.9998161196708679
there is no speed,1,2025-03-19 19:12:01,BOA,Google Play Store,NEGATIVE,0.9994422793388367
"For anyone who wants to download it, just don't!!!",1,2025-03-19 16:02:57,BOA,Google Play Store,NEGATIVE,0.9993981122970581
wonderful,5,2025-03-19 13:58:10,BOA,Google Play Store,POSITIVE,0.9998772144317627
all worck,5,2025-03-19 12:55:57,BOA,Google Play Store,NEGATIVE,0.9971314668655396
Best app,5,2025-03-17 01:23:13,BOA,Google Play Store,POSITIVE,0.999686598777771
Loved it,5,2025-03-14 17:57:04,BOA,Google Play Store,POSITIVE,0.9998797178268433
Wow,1,2025-03-14 03:37:53,BOA,Google Play Store,POSITIVE,0.999592125415802
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12 22:41:25,BOA,Google Play Store,NEGATIVE,0.9985970854759216
Improved to be the best,5,2025-03-11 12:32:31,BOA,Google Play Store,POSITIVE,0.9998570680618286
BoA,5,2025-03-11 10:51:57,BOA,Google Play Store,NEGATIVE,0.7410539388656616
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11 09:22:01,BOA,Google Play Store,NEGATIVE,0.9974843263626099
BoA Greqt Ethiopian bank.,5,2025-03-11 08:31:05,BOA,Google Play Store,NEGATIVE,0.8457720279693604
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10 20:11:15,BOA,Google Play Store,NEGATIVE,0.9994600415229797
Almost better compared to cbe where it is not qualified for,4,2025-03-09 11:50:02,BOA,Google Play Store,NEGATIVE,0.9741678237915039
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09 11:34:30,BOA,Google Play Store,POSITIVE,0.9998214840888977
